# simulation: Earthquake Building Sim
# Exported: 2025-12-20T13:04:15.291047
#
Time(s),Max_Displacement
154.5652,nan
154.5752,nan
154.5852,nan
154.5952,nan
154.6052,nan
154.6152,nan
154.6252,nan
154.6352,nan
154.6452,nan
154.6552,nan
154.6652,nan
154.6752,nan
154.6852,nan
154.6952,nan
154.7052,nan
154.7152,nan
154.7252,nan
154.7352,nan
154.7452,nan
154.7552,nan
154.7652,nan
154.7752,nan
154.7852,nan
154.7952,nan
154.8052,nan
154.8152,nan
154.8252,nan
154.8352,nan
154.8452,nan
154.8552,nan
154.8652,nan
154.8752,nan
154.8852,nan
154.8952,nan
154.9052,nan
154.9152,nan
154.9252,nan
154.9352,nan
154.9452,nan
154.9552,nan
154.9652,nan
154.9752,nan
154.9852,nan
154.9952,nan
155.0052,nan
155.0152,nan
155.0252,nan
155.0352,nan
155.0452,nan
155.0552,nan
155.0652,nan
155.0752,nan
155.0852,nan
155.0952,nan
155.1052,nan
155.1152,nan
155.1252,nan
155.1352,nan
155.1452,nan
155.1552,nan
155.1652,nan
155.1752,nan
155.1852,nan
155.1952,nan
155.2052,nan
155.2152,nan
155.2252,nan
155.2352,nan
155.2452,nan
155.2552,nan
155.2652,nan
155.2752,nan
155.2852,nan
155.2952,nan
155.3052,nan
155.3152,nan
155.3252,nan
155.3352,nan
155.3452,nan
155.3552,nan
155.3652,nan
155.3752,nan
155.3852,nan
155.3952,nan
155.4052,nan
155.4152,nan
155.4252,nan
155.4352,nan
155.4452,nan
155.4552,nan
155.4652,nan
155.4752,nan
155.4852,nan
155.4952,nan
155.5052,nan
155.5152,nan
155.5252,nan
155.5352,nan
155.5452,nan
155.5552,nan
155.5652,nan
155.5752,nan
155.5852,nan
155.5952,nan
155.6052,nan
155.6152,nan
155.6252,nan
155.6352,nan
155.6452,nan
155.6552,nan
155.6652,nan
155.6752,nan
155.6852,nan
155.6952,nan
155.7052,nan
155.7152,nan
155.7252,nan
155.7352,nan
155.7452,nan
155.7552,nan
155.7652,nan
155.7752,nan
155.7852,nan
155.7952,nan
155.8052,nan
155.8152,nan
155.8252,nan
155.8352,nan
155.8452,nan
155.8552,nan
155.8652,nan
155.8752,nan
155.8852,nan
155.8952,nan
155.9052,nan
155.9152,nan
155.9252,nan
155.9352,nan
155.9452,nan
155.9552,nan
155.9652,nan
155.9752,nan
155.9852,nan
155.9952,nan
156.0052,nan
156.0152,nan
156.0252,nan
156.0352,nan
156.0452,nan
156.0552,nan
156.0652,nan
156.0752,nan
156.0852,nan
156.0952,nan
156.1052,nan
156.1152,nan
156.1252,nan
156.1352,nan
156.1452,nan
156.1552,nan
156.1652,nan
156.1752,nan
156.1852,nan
156.1952,nan
156.2052,nan
156.2152,nan
156.2252,nan
156.2352,nan
156.2452,nan
156.2552,nan
156.2652,nan
156.2752,nan
156.2852,nan
156.2952,nan
156.3052,nan
156.3152,nan
156.3252,nan
156.3352,nan
156.3452,nan
156.3552,nan
156.3652,nan
156.3752,nan
156.3852,nan
156.3952,nan
156.4052,nan
156.4152,nan
156.4252,nan
156.4352,nan
156.4452,nan
156.4552,nan
156.4652,nan
156.4752,nan
156.4852,nan
156.4952,nan
156.5052,nan
156.5152,nan
156.5252,nan
156.5352,nan
156.5452,nan
156.5552,nan
156.5652,nan
156.5752,nan
156.5852,nan
156.5952,nan
156.6052,nan
156.6152,nan
156.6252,nan
156.6352,nan
156.6452,nan
156.6552,nan
156.6652,nan
156.6752,nan
156.6852,nan
156.6952,nan
156.7052,nan
156.7152,nan
156.7252,nan
156.7352,nan
156.7452,nan
156.7552,nan
156.7652,nan
156.7752,nan
156.7852,nan
156.7952,nan
156.8052,nan
156.8152,nan
156.8252,nan
156.8352,nan
156.8452,nan
156.8552,nan
156.8652,nan
156.8752,nan
156.8852,nan
156.8952,nan
156.9052,nan
156.9152,nan
156.9252,nan
156.9352,nan
156.9452,nan
156.9552,nan
156.9652,nan
156.9752,nan
156.9852,nan
156.9952,nan
157.0052,nan
157.0152,nan
157.0252,nan
157.0352,nan
157.0452,nan
157.0552,nan
157.0652,nan
157.0752,nan
157.0852,nan
157.0952,nan
157.1052,nan
157.1152,nan
157.1252,nan
157.1352,nan
157.1452,nan
157.1552,nan
157.1652,nan
157.1752,nan
157.1852,nan
157.1952,nan
157.2052,nan
157.2152,nan
157.2252,nan
157.2352,nan
157.2452,nan
157.2552,nan
157.2652,nan
157.2752,nan
157.2852,nan
157.2952,nan
157.3052,nan
157.3152,nan
157.3252,nan
157.3352,nan
157.3452,nan
157.3552,nan
157.3652,nan
157.3752,nan
157.3852,nan
157.3952,nan
157.4052,nan
157.4152,nan
157.4252,nan
157.4352,nan
157.4452,nan
157.4552,nan
157.4652,nan
157.4752,nan
157.4852,nan
157.4952,nan
157.5053,nan
157.5153,nan
157.5253,nan
157.5353,nan
157.5453,nan
157.5553,nan
157.5653,nan
157.5753,nan
157.5853,nan
157.5953,nan
157.6053,nan
157.6153,nan
157.6253,nan
157.6353,nan
157.6453,nan
157.6553,nan
157.6653,nan
157.6753,nan
157.6853,nan
157.6953,nan
157.7053,nan
157.7153,nan
157.7253,nan
157.7353,nan
157.7453,nan
157.7553,nan
157.7653,nan
157.7753,nan
157.7853,nan
157.7953,nan
157.8053,nan
157.8153,nan
157.8253,nan
157.8353,nan
157.8453,nan
157.8553,nan
157.8653,nan
157.8753,nan
157.8853,nan
157.8953,nan
157.9053,nan
157.9153,nan
157.9253,nan
157.9353,nan
157.9453,nan
157.9553,nan
157.9653,nan
157.9753,nan
157.9853,nan
157.9953,nan
158.0053,nan
158.0153,nan
158.0253,nan
158.0353,nan
158.0453,nan
158.0553,nan
158.0653,nan
158.0753,nan
158.0853,nan
158.0953,nan
158.1053,nan
158.1153,nan
158.1253,nan
158.1353,nan
158.1453,nan
158.1553,nan
158.1653,nan
158.1753,nan
158.1853,nan
158.1953,nan
158.2053,nan
158.2153,nan
158.2253,nan
158.2353,nan
158.2453,nan
158.2553,nan
158.2653,nan
158.2753,nan
158.2853,nan
158.2953,nan
158.3053,nan
158.3153,nan
158.3253,nan
158.3353,nan
158.3453,nan
158.3553,nan
158.3653,nan
158.3753,nan
158.3853,nan
158.3953,nan
158.4053,nan
158.4153,nan
158.4253,nan
158.4353,nan
158.4453,nan
158.4553,nan
158.4653,nan
158.4753,nan
158.4853,nan
158.4953,nan
158.5053,nan
158.5153,nan
158.5253,nan
158.5353,nan
158.5453,nan
158.5553,nan
158.5653,nan
158.5753,nan
158.5853,nan
158.5953,nan
158.6053,nan
158.6153,nan
158.6253,nan
158.6353,nan
158.6453,nan
158.6553,nan
158.6653,nan
158.6753,nan
158.6853,nan
158.6953,nan
158.7053,nan
158.7153,nan
158.7253,nan
158.7353,nan
158.7453,nan
158.7553,nan
158.7653,nan
158.7753,nan
158.7853,nan
158.7953,nan
158.8053,nan
158.8153,nan
158.8253,nan
158.8353,nan
158.8453,nan
158.8553,nan
158.8653,nan
158.8753,nan
158.8853,nan
158.8953,nan
158.9053,nan
158.9153,nan
158.9253,nan
158.9353,nan
158.9453,nan
158.9553,nan
158.9653,nan
158.9753,nan
158.9853,nan
158.9953,nan
159.0053,nan
159.0153,nan
159.0253,nan
159.0353,nan
159.0453,nan
159.0553,nan
159.0653,nan
159.0753,nan
159.0853,nan
159.0953,nan
159.1053,nan
159.1153,nan
159.1253,nan
159.1353,nan
159.1453,nan
159.1553,nan
159.1653,nan
159.1753,nan
159.1853,nan
159.1953,nan
159.2053,nan
159.2153,nan
159.2253,nan
159.2353,nan
159.2453,nan
159.2553,nan
159.2653,nan
159.2753,nan
159.2853,nan
159.2953,nan
159.3053,nan
159.3153,nan
159.3253,nan
159.3353,nan
159.3453,nan
159.3553,nan
159.3653,nan
159.3753,nan
159.3853,nan
159.3953,nan
159.4053,nan
159.4153,nan
159.4253,nan
159.4353,nan
159.4453,nan
159.4553,nan
159.4653,nan
159.4753,nan
159.4853,nan
159.4953,nan
159.5053,nan
159.5153,nan
159.5253,nan
159.5353,nan
159.5453,nan
159.5553,nan
159.5653,nan
159.5753,nan
159.5853,nan
159.5953,nan
159.6053,nan
159.6153,nan
159.6253,nan
159.6353,nan
159.6453,nan
159.6553,nan
159.6653,nan
159.6753,nan
159.6853,nan
159.6953,nan
159.7053,nan
159.7153,nan
159.7253,nan
159.7353,nan
159.7453,nan
159.7553,nan
159.7653,nan
159.7753,nan
159.7853,nan
159.7953,nan
159.8053,nan
159.8153,nan
159.8253,nan
159.8353,nan
159.8453,nan
159.8553,nan
159.8653,nan
159.8753,nan
159.8853,nan
159.8953,nan
159.9053,nan
159.9153,nan
159.9253,nan
159.9353,nan
159.9453,nan
159.9553,nan
159.9653,nan
159.9753,nan
159.9853,nan
159.9953,nan
160.0053,nan
160.0153,nan
160.0253,nan
160.0353,nan
160.0453,nan
160.0553,nan
160.0653,nan
160.0753,nan
160.0853,nan
160.0953,nan
160.1053,nan
160.1153,nan
160.1253,nan
160.1353,nan
160.1453,nan
160.1553,nan
160.1653,nan
160.1753,nan
160.1853,nan
160.1953,nan
160.2053,nan
160.2153,nan
160.2253,nan
160.2353,nan
160.2453,nan
160.2553,nan
160.2653,nan
160.2753,nan
160.2853,nan
160.2953,nan
160.3053,nan
160.3153,nan
160.3253,nan
160.3353,nan
160.3453,nan
160.3553,nan
160.3653,nan
160.3753,nan
160.3853,nan
160.3953,nan
160.4053,nan
160.4153,nan
160.4253,nan
160.4353,nan
160.4453,nan
160.4553,nan
160.4653,nan
160.4753,nan
160.4853,nan
160.4953,nan
160.5054,nan
160.5154,nan
160.5254,nan
160.5354,nan
160.5454,nan
160.5554,nan
160.5654,nan
160.5754,nan
160.5854,nan
160.5954,nan
160.6054,nan
160.6154,nan
160.6254,nan
160.6354,nan
160.6454,nan
160.6554,nan
160.6654,nan
160.6754,nan
160.6854,nan
160.6954,nan
160.7054,nan
160.7154,nan
160.7254,nan
160.7354,nan
160.7454,nan
160.7554,nan
160.7654,nan
160.7754,nan
160.7854,nan
160.7954,nan
160.8054,nan
160.8154,nan
160.8254,nan
160.8354,nan
160.8454,nan
160.8554,nan
160.8654,nan
160.8754,nan
160.8854,nan
160.8954,nan
160.9054,nan
160.9154,nan
160.9254,nan
160.9354,nan
160.9454,nan
160.9554,nan
160.9654,nan
160.9754,nan
160.9854,nan
160.9954,nan
161.0054,nan
161.0154,nan
161.0254,nan
161.0354,nan
161.0454,nan
161.0554,nan
161.0654,nan
161.0754,nan
161.0854,nan
161.0954,nan
161.1054,nan
161.1154,nan
161.1254,nan
161.1354,nan
161.1454,nan
161.1554,nan
161.1654,nan
161.1754,nan
161.1854,nan
161.1954,nan
161.2054,nan
161.2154,nan
161.2254,nan
161.2354,nan
161.2454,nan
161.2554,nan
161.2654,nan
161.2754,nan
161.2854,nan
161.2954,nan
161.3054,nan
161.3154,nan
161.3254,nan
161.3354,nan
161.3454,nan
161.3554,nan
161.3654,nan
161.3754,nan
161.3854,nan
161.3954,nan
161.4054,nan
161.4154,nan
161.4254,nan
161.4354,nan
161.4454,nan
161.4554,nan
161.4654,nan
161.4754,nan
161.4854,nan
161.4954,nan
161.5054,nan
161.5154,nan
161.5254,nan
161.5354,nan
161.5454,nan
161.5554,nan
161.5654,nan
161.5754,nan
161.5854,nan
161.5954,nan
161.6054,nan
161.6154,nan
161.6254,nan
161.6354,nan
161.6454,nan
161.6554,nan
161.6654,nan
161.6754,nan
161.6854,nan
161.6954,nan
161.7054,nan
161.7154,nan
161.7254,nan
161.7354,nan
161.7454,nan
161.7554,nan
161.7654,nan
161.7754,nan
161.7854,nan
161.7954,nan
161.8054,nan
161.8154,nan
161.8254,nan
161.8354,nan
161.8454,nan
161.8554,nan
161.8654,nan
161.8754,nan
161.8854,nan
161.8954,nan
161.9054,nan
161.9154,nan
161.9254,nan
161.9354,nan
161.9454,nan
161.9554,nan
161.9654,nan
161.9754,nan
161.9854,nan
161.9954,nan
162.0054,nan
162.0154,nan
162.0254,nan
162.0354,nan
162.0454,nan
162.0554,nan
162.0654,nan
162.0754,nan
162.0854,nan
162.0954,nan
162.1054,nan
162.1154,nan
162.1254,nan
162.1354,nan
162.1454,nan
162.1554,nan
162.1654,nan
162.1754,nan
162.1854,nan
162.1954,nan
162.2054,nan
162.2154,nan
162.2254,nan
162.2354,nan
162.2454,nan
162.2554,nan
162.2654,nan
162.2754,nan
162.2854,nan
162.2954,nan
162.3054,nan
162.3154,nan
162.3254,nan
162.3354,nan
162.3454,nan
162.3554,nan
162.3654,nan
162.3754,nan
162.3854,nan
162.3954,nan
162.4054,nan
162.4154,nan
162.4254,nan
162.4354,nan
162.4454,nan
162.4554,nan
162.4654,nan
162.4754,nan
162.4854,nan
162.4954,nan
162.5054,nan
162.5154,nan
162.5254,nan
162.5354,nan
162.5454,nan
162.5554,nan
162.5654,nan
162.5754,nan
162.5854,nan
162.5954,nan
162.6054,nan
162.6154,nan
162.6254,nan
162.6354,nan
162.6454,nan
162.6554,nan
162.6654,nan
162.6754,nan
162.6854,nan
162.6954,nan
162.7054,nan
162.7154,nan
162.7254,nan
162.7354,nan
162.7454,nan
162.7554,nan
162.7654,nan
162.7754,nan
162.7854,nan
162.7954,nan
162.8054,nan
162.8154,nan
162.8254,nan
162.8354,nan
162.8454,nan
162.8554,nan
162.8654,nan
162.8754,nan
162.8854,nan
162.8954,nan
162.9054,nan
162.9154,nan
162.9254,nan
162.9354,nan
162.9454,nan
162.9554,nan
162.9654,nan
162.9754,nan
162.9854,nan
162.9954,nan
163.0054,nan
163.0154,nan
163.0254,nan
163.0354,nan
163.0454,nan
163.0554,nan
163.0654,nan
163.0754,nan
163.0854,nan
163.0954,nan
163.1054,nan
163.1154,nan
163.1254,nan
163.1354,nan
163.1454,nan
163.1554,nan
163.1654,nan
163.1754,nan
163.1854,nan
163.1954,nan
163.2054,nan
163.2154,nan
163.2254,nan
163.2354,nan
163.2454,nan
163.2554,nan
163.2654,nan
163.2754,nan
163.2854,nan
163.2954,nan
163.3054,nan
163.3154,nan
163.3254,nan
163.3354,nan
163.3454,nan
163.3554,nan
163.3654,nan
163.3754,nan
163.3854,nan
163.3954,nan
163.4054,nan
163.4154,nan
163.4254,nan
163.4354,nan
163.4454,nan
163.4554,nan
163.4654,nan
163.4754,nan
163.4854,nan
163.4954,nan
163.5055,nan
163.5155,nan
163.5255,nan
163.5355,nan
163.5455,nan
163.5555,nan
163.5655,nan
163.5755,nan
163.5855,nan
163.5955,nan
163.6055,nan
163.6155,nan
163.6255,nan
163.6355,nan
163.6455,nan
163.6555,nan
163.6655,nan
163.6755,nan
163.6855,nan
163.6955,nan
163.7055,nan
163.7155,nan
163.7255,nan
163.7355,nan
163.7455,nan
163.7555,nan
163.7655,nan
163.7755,nan
163.7855,nan
163.7955,nan
163.8055,nan
163.8155,nan
163.8255,nan
163.8355,nan
163.8455,nan
163.8555,nan
163.8655,nan
163.8755,nan
163.8855,nan
163.8955,nan
163.9055,nan
163.9155,nan
163.9255,nan
163.9355,nan
163.9455,nan
163.9555,nan
163.9655,nan
163.9755,nan
163.9855,nan
163.9955,nan
164.0055,nan
164.0155,nan
164.0255,nan
164.0355,nan
164.0455,nan
164.0555,nan
164.0655,nan
164.0755,nan
164.0855,nan
164.0955,nan
164.1055,nan
164.1155,nan
164.1255,nan
164.1355,nan
164.1455,nan
164.1555,nan
164.1655,nan
164.1755,nan
164.1855,nan
164.1955,nan
164.2055,nan
164.2155,nan
164.2255,nan
164.2355,nan
164.2455,nan
164.2555,nan
164.2655,nan
164.2755,nan
164.2855,nan
164.2955,nan
164.3055,nan
164.3155,nan
164.3255,nan
164.3355,nan
164.3455,nan
164.3555,nan
164.3655,nan
164.3755,nan
164.3855,nan
164.3955,nan
164.4055,nan
164.4155,nan
164.4255,nan
164.4355,nan
164.4455,nan
164.4555,nan
164.4655,nan
164.4755,nan
164.4855,nan
164.4955,nan
164.5055,nan
164.5155,nan
164.5255,nan
164.5355,nan
164.5455,nan
164.5555,nan
164.5655,nan
164.5755,nan
164.5855,nan
164.5955,nan
164.6055,nan
164.6155,nan
164.6255,nan
164.6355,nan
164.6455,nan
164.6555,nan
164.6655,nan
164.6755,nan
164.6855,nan
164.6955,nan
164.7055,nan
164.7155,nan
164.7255,nan
164.7355,nan
164.7455,nan
164.7555,nan
164.7655,nan
164.7755,nan
164.7855,nan
164.7955,nan
164.8055,nan
164.8155,nan
164.8255,nan
164.8355,nan
164.8455,nan
164.8555,nan
164.8655,nan
164.8755,nan
164.8855,nan
164.8955,nan
164.9055,nan
164.9155,nan
164.9255,nan
164.9355,nan
164.9455,nan
164.9555,nan
164.9655,nan
164.9755,nan
164.9855,nan
164.9955,nan
165.0055,nan
165.0155,nan
165.0255,nan
165.0355,nan
165.0455,nan
165.0555,nan
165.0655,nan
165.0755,nan
165.0855,nan
165.0955,nan
165.1055,nan
165.1155,nan
165.1255,nan
165.1355,nan
165.1455,nan
165.1555,nan
165.1655,nan
165.1755,nan
165.1855,nan
165.1955,nan
165.2055,nan
165.2155,nan
165.2255,nan
165.2355,nan
165.2455,nan
165.2555,nan
165.2655,nan
165.2755,nan
165.2855,nan
165.2955,nan
165.3055,nan
165.3155,nan
165.3255,nan
165.3355,nan
165.3455,nan
165.3555,nan
165.3655,nan
165.3755,nan
165.3855,nan
165.3955,nan
165.4055,nan
165.4155,nan
165.4255,nan
165.4355,nan
165.4455,nan
165.4555,nan
165.4655,nan
165.4755,nan
165.4855,nan
165.4955,nan
165.5055,nan
165.5155,nan
165.5255,nan
165.5355,nan
165.5455,nan
165.5555,nan
165.5655,nan
165.5755,nan
165.5855,nan
165.5955,nan
165.6055,nan
165.6155,nan
165.6255,nan
165.6355,nan
165.6455,nan
165.6555,nan
165.6655,nan
165.6755,nan
165.6855,nan
165.6955,nan
165.7055,nan
165.7155,nan
165.7255,nan
165.7355,nan
165.7455,nan
165.7555,nan
165.7655,nan
165.7755,nan
165.7855,nan
165.7955,nan
165.8055,nan
165.8155,nan
165.8255,nan
165.8355,nan
165.8455,nan
165.8555,nan
165.8655,nan
165.8755,nan
165.8855,nan
165.8955,nan
165.9055,nan
165.9155,nan
165.9255,nan
165.9355,nan
165.9455,nan
165.9555,nan
165.9655,nan
165.9755,nan
165.9855,nan
165.9955,nan
166.0055,nan
166.0155,nan
166.0255,nan
166.0355,nan
166.0455,nan
166.0555,nan
166.0655,nan
166.0755,nan
166.0855,nan
166.0955,nan
166.1055,nan
166.1155,nan
166.1255,nan
166.1355,nan
166.1455,nan
166.1555,nan
166.1655,nan
166.1755,nan
166.1855,nan
166.1955,nan
166.2055,nan
166.2155,nan
166.2255,nan
166.2355,nan
166.2455,nan
166.2555,nan
166.2655,nan
166.2755,nan
166.2855,nan
166.2955,nan
166.3055,nan
166.3155,nan
166.3255,nan
166.3355,nan
166.3455,nan
166.3555,nan
166.3655,nan
166.3755,nan
166.3855,nan
166.3955,nan
166.4055,nan
166.4155,nan
166.4255,nan
166.4355,nan
166.4455,nan
166.4555,nan
166.4655,nan
166.4755,nan
166.4855,nan
166.4955,nan
166.5056,nan
166.5156,nan
166.5256,nan
166.5356,nan
166.5456,nan
166.5556,nan
166.5656,nan
166.5756,nan
166.5856,nan
166.5956,nan
166.6056,nan
166.6156,nan
166.6256,nan
166.6356,nan
166.6456,nan
166.6556,nan
166.6656,nan
166.6756,nan
166.6856,nan
166.6956,nan
166.7056,nan
166.7156,nan
166.7256,nan
166.7356,nan
166.7456,nan
166.7556,nan
166.7656,nan
166.7756,nan
166.7856,nan
166.7956,nan
166.8056,nan
166.8156,nan
166.8256,nan
166.8356,nan
166.8456,nan
166.8556,nan
166.8656,nan
166.8756,nan
166.8856,nan
166.8956,nan
166.9056,nan
166.9156,nan
166.9256,nan
166.9356,nan
166.9456,nan
166.9556,nan
166.9656,nan
166.9756,nan
166.9856,nan
166.9956,nan
167.0056,nan
167.0156,nan
167.0256,nan
167.0356,nan
167.0456,nan
167.0556,nan
167.0656,nan
167.0756,nan
167.0856,nan
167.0956,nan
167.1056,nan
167.1156,nan
167.1256,nan
167.1356,nan
167.1456,nan
167.1556,nan
167.1656,nan
167.1756,nan
167.1856,nan
167.1956,nan
167.2056,nan
167.2156,nan
167.2256,nan
167.2356,nan
167.2456,nan
167.2556,nan
167.2656,nan
167.2756,nan
167.2856,nan
167.2956,nan
167.3056,nan
167.3156,nan
167.3256,nan
167.3356,nan
167.3456,nan
167.3556,nan
167.3656,nan
167.3756,nan
167.3856,nan
167.3956,nan
167.4056,nan
167.4156,nan
167.4256,nan
167.4356,nan
167.4456,nan
167.4556,nan
167.4656,nan
167.4756,nan
167.4856,nan
167.4956,nan
167.5056,nan
167.5156,nan
167.5256,nan
167.5356,nan
167.5456,nan
167.5556,nan
167.5656,nan
167.5756,nan
167.5856,nan
167.5956,nan
167.6056,nan
167.6156,nan
167.6256,nan
167.6356,nan
167.6456,nan
167.6556,nan
167.6656,nan
167.6756,nan
167.6856,nan
167.6956,nan
167.7056,nan
167.7156,nan
167.7256,nan
167.7356,nan
167.7456,nan
167.7556,nan
167.7656,nan
167.7756,nan
167.7856,nan
167.7956,nan
167.8056,nan
167.8156,nan
167.8256,nan
167.8356,nan
167.8456,nan
167.8556,nan
167.8656,nan
167.8756,nan
167.8856,nan
167.8956,nan
167.9056,nan
167.9156,nan
167.9256,nan
167.9356,nan
167.9456,nan
167.9556,nan
167.9656,nan
167.9756,nan
167.9856,nan
167.9956,nan
168.0056,nan
168.0156,nan
168.0256,nan
168.0356,nan
168.0456,nan
168.0556,nan
168.0656,nan
168.0756,nan
168.0856,nan
168.0956,nan
168.1056,nan
168.1156,nan
168.1256,nan
168.1356,nan
168.1456,nan
168.1556,nan
168.1656,nan
168.1756,nan
168.1856,nan
168.1956,nan
168.2056,nan
168.2156,nan
168.2256,nan
168.2356,nan
168.2456,nan
168.2556,nan
168.2656,nan
168.2756,nan
168.2856,nan
168.2956,nan
168.3056,nan
168.3156,nan
168.3256,nan
168.3356,nan
168.3456,nan
168.3556,nan
168.3656,nan
168.3756,nan
168.3856,nan
168.3956,nan
168.4056,nan
168.4156,nan
168.4256,nan
168.4356,nan
168.4456,nan
168.4556,nan
168.4656,nan
168.4756,nan
168.4856,nan
168.4956,nan
168.5056,nan
168.5156,nan
168.5256,nan
168.5356,nan
168.5456,nan
168.5556,nan
168.5656,nan
168.5756,nan
168.5856,nan
168.5956,nan
168.6056,nan
168.6156,nan
168.6256,nan
168.6356,nan
168.6456,nan
168.6556,nan
168.6656,nan
168.6756,nan
168.6856,nan
168.6956,nan
168.7056,nan
168.7156,nan
168.7256,nan
168.7356,nan
168.7456,nan
168.7556,nan
168.7656,nan
168.7756,nan
168.7856,nan
168.7956,nan
168.8056,nan
168.8156,nan
168.8256,nan
168.8356,nan
168.8456,nan
168.8556,nan
168.8656,nan
168.8756,nan
168.8856,nan
168.8956,nan
168.9056,nan
168.9156,nan
168.9256,nan
168.9356,nan
168.9456,nan
168.9556,nan
168.9656,nan
168.9756,nan
168.9856,nan
168.9956,nan
169.0056,nan
169.0156,nan
169.0256,nan
169.0356,nan
169.0456,nan
169.0556,nan
169.0656,nan
169.0756,nan
169.0856,nan
169.0956,nan
169.1056,nan
169.1156,nan
169.1256,nan
169.1356,nan
169.1456,nan
169.1556,nan
169.1656,nan
169.1756,nan
169.1856,nan
169.1956,nan
169.2056,nan
169.2156,nan
169.2256,nan
169.2356,nan
169.2456,nan
169.2556,nan
169.2656,nan
169.2756,nan
169.2856,nan
169.2956,nan
169.3056,nan
169.3156,nan
169.3256,nan
169.3356,nan
169.3456,nan
169.3556,nan
169.3656,nan
169.3756,nan
169.3856,nan
169.3956,nan
169.4056,nan
169.4156,nan
169.4256,nan
169.4356,nan
169.4456,nan
169.4556,nan
169.4656,nan
169.4756,nan
169.4856,nan
169.4956,nan
169.5057,nan
169.5157,nan
169.5257,nan
169.5357,nan
169.5457,nan
169.5557,nan
169.5657,nan
169.5757,nan
169.5857,nan
169.5957,nan
169.6057,nan
169.6157,nan
169.6257,nan
169.6357,nan
169.6457,nan
169.6557,nan
169.6657,nan
169.6757,nan
169.6857,nan
169.6957,nan
169.7057,nan
169.7157,nan
169.7257,nan
169.7357,nan
169.7457,nan
169.7557,nan
169.7657,nan
169.7757,nan
169.7857,nan
169.7957,nan
169.8057,nan
169.8157,nan
169.8257,nan
169.8357,nan
169.8457,nan
169.8557,nan
169.8657,nan
169.8757,nan
169.8857,nan
169.8957,nan
169.9057,nan
169.9157,nan
169.9257,nan
169.9357,nan
169.9457,nan
169.9557,nan
169.9657,nan
169.9757,nan
169.9857,nan
169.9957,nan
170.0057,nan
170.0157,nan
170.0257,nan
170.0357,nan
170.0457,nan
170.0557,nan
170.0657,nan
170.0757,nan
170.0857,nan
170.0957,nan
170.1057,nan
170.1157,nan
170.1257,nan
170.1357,nan
170.1457,nan
170.1557,nan
170.1657,nan
170.1757,nan
170.1857,nan
170.1957,nan
170.2057,nan
170.2157,nan
170.2257,nan
170.2357,nan
170.2457,nan
170.2557,nan
170.2657,nan
170.2757,nan
170.2857,nan
170.2957,nan
170.3057,nan
170.3157,nan
170.3257,nan
170.3357,nan
170.3457,nan
170.3557,nan
170.3657,nan
170.3757,nan
170.3857,nan
170.3957,nan
170.4057,nan
170.4157,nan
170.4257,nan
170.4357,nan
170.4457,nan
170.4557,nan
170.4657,nan
170.4757,nan
170.4857,nan
170.4957,nan
170.5057,nan
170.5157,nan
170.5257,nan
170.5357,nan
170.5457,nan
170.5557,nan
170.5657,nan
170.5757,nan
170.5857,nan
170.5957,nan
170.6057,nan
170.6157,nan
170.6257,nan
170.6357,nan
170.6457,nan
170.6557,nan
170.6657,nan
170.6757,nan
170.6857,nan
170.6957,nan
170.7057,nan
170.7157,nan
170.7257,nan
170.7357,nan
170.7457,nan
170.7557,nan
170.7657,nan
170.7757,nan
170.7857,nan
170.7957,nan
170.8057,nan
170.8157,nan
170.8257,nan
170.8357,nan
170.8457,nan
170.8557,nan
170.8657,nan
170.8757,nan
170.8857,nan
170.8957,nan
170.9057,nan
170.9157,nan
170.9257,nan
170.9357,nan
170.9457,nan
170.9557,nan
170.9657,nan
170.9757,nan
170.9857,nan
170.9957,nan
171.0057,nan
171.0157,nan
171.0257,nan
171.0357,nan
171.0457,nan
171.0557,nan
171.0657,nan
171.0757,nan
171.0857,nan
171.0957,nan
171.1057,nan
171.1157,nan
171.1257,nan
171.1357,nan
171.1457,nan
171.1557,nan
171.1657,nan
171.1757,nan
171.1857,nan
171.1957,nan
171.2057,nan
171.2157,nan
171.2257,nan
171.2357,nan
171.2457,nan
171.2557,nan
171.2657,nan
171.2757,nan
171.2857,nan
171.2957,nan
171.3057,nan
171.3157,nan
171.3257,nan
171.3357,nan
171.3457,nan
171.3557,nan
171.3657,nan
171.3757,nan
171.3857,nan
171.3957,nan
171.4057,nan
171.4157,nan
171.4257,nan
171.4357,nan
171.4457,nan
171.4557,nan
171.4657,nan
171.4757,nan
171.4857,nan
171.4957,nan
171.5057,nan
171.5157,nan
171.5257,nan
171.5357,nan
171.5457,nan
171.5557,nan
171.5657,nan
171.5757,nan
171.5857,nan
171.5957,nan
171.6057,nan
171.6157,nan
171.6257,nan
171.6357,nan
171.6457,nan
171.6557,nan
171.6657,nan
171.6757,nan
171.6857,nan
171.6957,nan
171.7057,nan
171.7157,nan
171.7257,nan
171.7357,nan
171.7457,nan
171.7557,nan
171.7657,nan
171.7757,nan
171.7857,nan
171.7957,nan
171.8057,nan
171.8157,nan
171.8257,nan
171.8357,nan
171.8457,nan
171.8557,nan
171.8657,nan
171.8757,nan
171.8857,nan
171.8957,nan
171.9057,nan
171.9157,nan
171.9257,nan
171.9357,nan
171.9457,nan
171.9557,nan
171.9657,nan
171.9757,nan
171.9857,nan
